,FARE
256,662.0472401848834
257,544.2599125451629
258,79.41157342428504
259,25.485158273404426
260,252.22258972378918
261,77.84177293459989
262,102.64144236422578
263,60.58945358554312
264,380.93683085359277
265,54.821739776885664
266,76.68487996042475
267,87.70705578747975
268,353.2901420078144
269,724.8223146835637
270,28.441646816364912
271,46.640713686183425
272,90.10487277058589
273,54.44129009614338
274,47.967271134977366
275,1057.3874256281608
276,25.606359391647885
277,50.19150499479826
278,474.3211007572759
279,113.26974169578308
280,94.71363697777224
281,990.5226283662126
282,216.37165981132836
283,921.4432958494052
284,116.16330764829841
285,47.37565827626173
286,82.41294496311933
287,314.6257356279227
288,452.09878577588125
289,95.15860594457871
290,279.49964197674234
291,526.1655360971955
292,655.7512391667083
293,62.11282652433356
294,754.0659882408586
295,217.51825275021085
296,106.687834509116
297,1184.1160909214507
298,1103.5913779251975
299,100.29350156863595
300,511.66902945345555
301,45.10109534100886
302,52.36096268382699
303,458.75445955578635
304,78.53461036439165
305,89.0371199082506
306,43.65199066167028
307,179.86841659646356
308,34.57130558330313
309,65.12840705762598
310,892.9380447433721
311,1223.4699767639956
312,264.35988282314474
313,466.9489668394256
314,582.0721940808598
315,281.8778903317985
316,438.24233184100876
317,42.458125219785835
318,81.75964823943816
319,96.61000500229268
320,77.37485675139466
321,843.8785659110681
322,92.51413752782926
323,511.34181106697116
324,48.99274867933315
325,279.82504769258543
326,47.90246454813952
327,913.5243744458005
328,49.40538553590434
329,48.99039243233363
330,946.9434613238174
331,535.4984594240576
332,80.94916973951295
333,50.60123693237271
334,94.19513656608866
335,86.19773641698545
336,46.87879758541251
337,60.701455296810686
338,329.5279793358753
339,334.8838642833128
340,633.5029977080045
341,53.72523199124069
342,61.890694428778346
343,89.95036971161531
344,46.02400492447151
345,405.73454513623943
346,58.26345861173941
347,288.8073305319959
348,723.0958566055814
349,521.3176348867962
350,354.727836309332
351,7.606157611351805
352,48.99646609502466
353,51.63807563643156
354,47.899112027511265
355,56.96379544639943
356,77.85723507467173
357,62.70237431594964
358,30.138677144468385
359,979.230434370348
360,533.8466967037151
361,33.89060155306764
362,58.80380793044423
363,56.901197523831236
364,161.18588565627732
365,50.781047128643614
366,452.0278859100932
367,474.40237674894047
368,880.825918888534
369,81.96220090227952
370,341.4792192555985
371,399.1960108381257
372,28.21537114975364
373,576.0581138708038
374,45.5348843654419
375,743.0541754904089
376,268.03335779425936
377,43.649131320051325
378,55.16506662140118
379,103.18746818278375
380,91.30778213544114
381,67.60552894294074
382,206.92050158127324
383,130.29517710210231
384,8.649662191340564
385,83.10676449973212
386,273.75923568308986
387,98.62235846311593
388,32.15064089902279
389,63.20932148690603
390,56.65929200273654
391,63.70887588731418
392,38.88608491834943
393,51.98333733797083
394,539.6411058940137
395,161.18588565627732
396,57.43619894192466
397,99.16088814988142
398,94.2206363825037
399,360.06438084404317
400,335.59053126913153
401,538.8940811458092
402,1176.033215590265
403,46.25520181985605
404,76.61178677331094
405,255.66704741474453
406,56.613061290569846
407,60.58945358554312
408,375.1386070764576
409,505.6001768810644
410,76.1297016581222
411,399.9067011431591
412,47.45145802742044
413,50.98630126112379
414,51.11245029363612
415,30.90597323586772
416,177.92161424884677
417,41.61273783585469
418,48.424931522588345
419,43.877756262919284
420,342.8926296947061
421,48.04507424243901
422,753.5349993664041
423,95.72445202492617
424,7.073690949390987
425,525.823761625996
426,53.78864419983408
427,54.14681995927295
428,256.5469048057698
429,831.0463237437307
430,50.52943907298837
431,877.9619969782768
432,141.38513335444964
433,46.81635125045627
434,530.95867631129
435,687.4304905427326
436,64.34572304981738
437,82.66431681502125
438,46.581257176387396
439,367.8393470601489
440,86.86956173385187
441,397.29320153262586
442,476.5137176592825
443,510.336256074324
444,411.36325093191226
445,80.45903159746267
446,55.16506662140118
447,55.093518702663964
448,552.4051072232571
449,71.87779822007523
450,42.62250689999446
451,455.2880260252842
452,44.97011196972303
453,173.542226216606
454,51.35294598676371
455,17.337898403850797
456,36.49961040490698
457,159.15783299670744
458,68.10703545548118
459,71.71347100922038
460,91.09439129440597
461,54.84660211892783
462,618.4003750050898
463,382.0551454406547
464,536.8328380019932
465,184.73031458978613
466,89.8545094328189
467,318.65635709610206
468,146.5287330461868
469,51.866895184258865
470,57.038531668667204
471,324.48470052127567
472,43.00286122669972
473,57.15448301669899
474,419.2513811028547
475,44.918023010132124
476,508.99198735341747
477,47.97412516574402
478,90.70244213863525
479,50.483597974046134
480,459.958664223134
481,92.96841251963325
482,564.2403848462067
483,54.067090630259266
484,56.231394585240466
485,44.39753449751302
486,51.02942681657499
487,372.2514728433302
488,289.1562840257632
489,94.90505351468727
490,56.5567974175969
491,98.81873524018677
492,42.085134965788434
493,435.4452064971503
494,46.38705506377078
495,257.25916050433284
496,54.329337225102954
497,34.568797106445686
498,48.04497055097637
499,94.59801813186023
500,435.1523579675079
501,510.9916541637357
502,80.44516517892983
503,79.25878626165132
504,91.02023453574411
505,96.4195969492561
506,701.3424728977294
507,55.582570465703554
508,453.20831304621555
509,533.713144721416
510,42.62883295546196
511,288.5694170675784
512,354.0360013486118
513,38.85785067691628
514,534.1411133604664
515,1009.1677815505032
516,67.6374523324044
517,372.12885713991386
518,100.5008810557885
519,612.0031145882283
520,560.0360635272597
521,93.87704959286798
522,439.81804652655245
523,521.5285351325142
524,45.62466542434073
525,49.64746600792085
526,56.48555812461135
527,250.11162056393536
528,51.502579649386945
529,46.179893358897445
530,93.37777415390262
531,534.5544828571328
532,56.178814599647936
533,430.88081837974784
534,65.52109358182366
535,50.641552419220226
536,353.38462073924296
537,48.0212929661926
538,69.36228579530194
539,612.6177483320813
540,39.48612854241002
541,99.32100731919907
542,57.0867242313461
543,545.5537075054224
544,277.4779462523361
545,100.88572161277897
546,51.56394985598106
547,342.9751629122671
548,781.0526008786995
549,92.29252173774006
550,44.87178450746476
551,54.45157491880535
552,41.205537698481336
553,52.03664856178615
554,481.813218062518
555,56.74704753259682
556,259.4813054567021
557,79.0319775133791
558,92.08342194867866
559,224.8326229831841
560,59.276097450725146
561,45.03118495523103
562,44.96238185715574
563,54.243348354996634
564,43.60572247676727
565,85.76097986433506
566,79.7066498036327
567,40.647493637126004
568,95.71696759017875
569,58.48786370303217
570,54.97750896724896
571,45.77636500041316
572,55.00721846713234
573,95.55214169574246
574,473.0403918354186
575,52.51399288850117
576,41.77048842542971
577,73.53685174213962
578,56.23140810985832
579,731.1898841985172
580,56.94252973586097
581,82.06097486817963
582,517.297271118444
583,479.43566485878165
584,387.7671058172946
585,61.2755707818216
586,791.151528912739
587,427.8324635593818
588,35.59119920781506
589,102.18191016465764
590,740.8780404281047
591,55.676091504607875
592,47.27669453128147
593,45.93055521538271
594,45.67293141688103
595,729.3540583370951
596,73.72054500176027
597,985.6266520224425
598,43.74137132140159
599,439.794136085292
600,385.3761107189012
601,45.23222780492706
602,71.58379913144987
603,860.2224479540852
604,96.29817472952001
605,553.9252121989565
606,346.04262791940516
607,42.60414750534035
608,33.337299767542135
609,142.99617818274768
610,447.79960415404906
611,79.37925204360137
612,55.7937142243317
613,59.16111332872738
614,44.071357943756865
615,191.7684990220631
616,349.7702624529928
617,48.33547926222195
618,258.66072461211814
619,335.11334664460844
620,39.18263258629047
621,1029.3040538608225
622,567.3302930600236
623,42.0418376698602
624,98.37570702947262
625,689.783193910831
626,185.67903219602422
627,572.3785706244851
628,589.4888680343727
629,52.6792645406799
630,83.92787050904597
631,451.72933750292157
632,52.73854318959415
633,46.58039847379211
634,700.4943914662533
635,62.11282652433356
636,934.5844179521027
637,89.51944090435241
638,250.4663641643546
639,64.02589561085797
640,42.780729131144504
641,116.55072904531036
642,95.86457346373432
643,176.36343095254665
644,399.135293045391
645,70.54170715187624
646,55.315214188959054
647,63.2902093423535
648,85.02495747895011
649,757.8530498418828
650,401.9733378317444
651,68.63687053563459
652,81.28243110646906
653,297.6736856962673
654,58.46660573020333
655,51.95009114881527
656,35.30661415988515
657,469.24562008344446
658,79.16642653716168
659,944.8274086868092
660,679.2282456441736
661,38.035736944159375
662,261.5096291852333
663,235.94308587274122
664,75.36746658203714
665,44.70566212926017
666,266.14418548562406
667,96.13888994668704
668,141.1404341866146
669,39.486722918259055
670,417.35958308986534
671,830.3689484540107
672,42.375855466351176
673,742.5239992166
674,52.42094795881305
675,52.960675285149364
676,275.3346097687531
677,831.2491260163337
678,50.770275607328465
679,592.0354376025666
680,364.2529012386509
681,456.383199690867
682,44.14259790209681
683,631.9871630912702
684,225.81706503975363
685,306.03445832661447
686,696.9718238030356
687,54.35829692739549
688,269.7039082342651
689,667.6056199633026
690,515.222856682442
691,125.72478927261297
692,50.96628941301372
693,383.63348924981653
694,870.1869453829075
695,35.756332692844225
696,71.91625355213627
697,310.22408346178935
698,58.38697815862827
699,88.38443107719966
700,68.04927305070908
701,456.44478888098354
702,606.5256069821952
703,50.628921701680326
704,571.2109688226441
705,85.43590646077506
706,75.69343063354424
707,50.19595273268914
708,77.4301990043229
709,52.28313672756868
710,451.72933750292157
711,58.393766957274586
712,42.9791837484642
713,61.23491630428217
714,51.84470755242967
715,62.08050514364986
716,52.6792645406799
717,95.71696759017875
718,51.243204503419676
719,480.5761209749982
720,413.92067206239074
721,329.32040616714954
722,101.10785370833416
723,303.58360192385
724,94.99436270576486
725,53.04140490194978
726,75.1821785930824
727,438.687247021543
728,156.90992233097825
729,50.330581374048236
730,376.71317232562393
731,888.4319683794255
732,49.28897469380646
733,183.59582816690084
734,542.2108946423184
735,60.036492714001845
736,87.922045983084
737,533.1531685539496
738,99.59784239920073
739,458.737006530357
740,22.185974069642374
741,584.2466509149361
742,61.94210208844944
743,48.19625726129924
744,58.647343381136665
745,645.7863572190294
746,30.908891975788766
747,473.0171118974217
748,56.286659059675024
749,51.31846669871263
750,66.30023678961464
751,151.56563783352468
752,98.39712427108626
753,803.4226670063321
754,581.13565141203
755,45.338166422098396
756,97.3183696032619
757,38.52838057537104
758,53.01945818196726
759,380.48391243781776
760,547.0308841802115
761,590.8120359703524
762,53.64544277431665
763,49.654354657873704
764,621.4282327762709
765,100.41613016145517
766,50.027153504907425
767,727.7018417034816
768,55.55024908501985
769,505.46590120889687
770,99.5632924140228
771,305.3104638632176
772,660.9009812376663
773,46.22654658913206
774,318.8559158639356
775,40.79295617106912
776,56.178814599647936
777,69.87902885690109
778,60.40517731781982
779,99.7770472348743
780,434.76783120743045
781,46.85357538968685
782,44.12895786467122
783,353.93934361659143
784,223.24904859721784
785,61.783070288994985
786,98.70564495571669
787,79.95199714492759
788,60.7340012216842
789,564.0466877355176
790,84.13725445689433
791,310.0094990815306
792,49.6081838923831
793,24.863294957860173
794,35.155527135353616
795,219.89338917813893
796,82.43702352915808
797,47.102825089659
798,288.8073305319959
799,75.7747888036228
800,330.8394117731859
801,282.55526562151834
802,39.36755659300803
803,847.3092549969471
804,52.95764697826875
805,49.6081838923831
806,53.71997041383798
807,54.57872100963521
808,99.10405807052148
809,47.28576759521966
810,440.8168613699092
811,556.7881468851913
812,55.09308209340384
813,1251.0075699326449
814,517.0929634067813
815,20.02523002356425
816,723.5260533565425
817,624.0911702700214
818,234.7393090566215
819,324.48470052127567
820,768.384571010775
821,97.52497562461444
822,586.4675709602818
823,98.66931804207329
824,386.6555540159036
825,17.499060740693082
826,78.957254277572
827,99.785424509578
828,59.52233816974175
829,62.08050514364986
830,63.422380518523056
831,42.674431022894936
832,328.57278411126555
833,98.99263009496491
834,620.1743518769811
835,83.49567260248006
836,1051.4739029340694
837,76.91092361342501
838,53.09434155929915
839,299.3692461069439
840,46.44420274582692
841,99.64044066581785
842,377.1850102243126
843,287.6405460005288
844,726.472106262771
845,45.93545074237378
846,65.18159311967077
847,57.741924249592046
848,99.86257276137304
849,474.97012834351557
850,78.37736592166489
851,720.1191021679692
852,52.904232901299544
853,674.7084631198674
854,92.55289040364738
855,108.78773767219114
856,361.73791106236365
857,67.66341317250317
858,286.07957880543745
859,173.66268173778957
860,349.83999746317517
861,602.0038308232207
862,386.0355315784776
863,49.68656094841533
864,47.015501326462456
865,44.37560929831451
866,78.21527210985892
867,364.6815472551493
868,50.02134490295859
869,619.2318518805146
870,50.047410989297475
871,69.08514758383939
872,302.0679455221056
873,323.15668968828646
874,85.32528382352304
875,29.960174369550668
876,51.676579571821584
877,450.2103318968853
878,89.22931410232705
879,57.901388993012965
880,41.832011524906406
881,48.595313810895455
882,53.1738319705856
883,225.7997765995464
884,393.6708401633653
885,42.3610824556564
886,49.667767722053554
887,232.05430180385662
888,76.10800674718234
889,90.91273551474612
890,504.28640458043026
891,533.8928031032872
892,81.74029009165803
893,45.69177201096668
894,71.9429885226663
895,679.2282456441736
896,71.26354629350797
897,55.002518355516415
898,888.5111384649537
899,47.482451906730084
900,426.30084104574576
901,204.90595087779298
902,51.91062060715496
903,33.6141699423674
904,63.0208436833271
905,43.431543838625
906,97.20375922549168
907,737.5768556484154
908,87.18147778082586
909,607.6933197501241
910,372.55357246838133
911,54.965162475284565
912,379.22391205770185
913,332.39291761644415
914,67.54059155368768
915,59.70301916617332
916,688.8496511736431
917,102.05865183952756
918,89.29730880879721
919,84.1488436959952
920,1011.0931903568555
921,480.8274175159484
922,77.30910355995971
923,61.26234254256567
924,49.214880774888364
925,601.603325708326
926,99.34731238324798
927,66.54715846626767
928,191.60256038738177
929,256.4175301880164
930,889.0010398020046
931,403.9909136931185
932,53.90319151925484
933,46.64015705373849
934,10.70080154496459
935,697.2486939778609
936,46.08329496654005
937,39.966254610969365
938,84.18633378395089
939,249.531451405866
940,51.243204503419676
941,930.9151889974115
942,853.1626851454595
943,92.38488490805356
944,43.29988218971439
945,687.5858847273237
946,929.5155629092088
947,74.08394377899955
948,233.2225703340019
949,323.7658409042479
950,410.657037248689
951,1193.6350615687206
952,214.1504800838119
953,106.09705804854998
954,35.591729501454296
955,102.98782857095681
956,87.14853454817884
957,62.26764363992391
958,711.6199136760563
959,616.2715499850569
960,298.0241125953359
961,47.81811034433003
962,504.9637798701502
963,52.74801714905396
964,64.68786326768935
965,526.1655360971955
966,70.32492235711429
967,33.07114660419259
968,52.435664052714834
969,963.9138855907661
970,274.29860924757213
971,50.49699243619439
972,64.62252561467726
973,84.1674221263911
974,584.3095769390411
975,244.79559949829473
976,14.1059828589579
977,442.88027560957204
978,1005.3553374500441
979,48.007613928668675
980,35.940432364305394
981,75.54288589745119
982,90.05513887955888
983,419.89220031448934
984,51.62580877945056
985,48.27779196727669
986,86.61646387081468
987,10.66016101019195
988,56.360072695981486
989,52.44560823457605
990,918.3534182378299
991,19.74398254695554
992,86.47115925845893
993,40.32045677972838
994,52.1460852714111
995,96.11796087034394
996,101.10230373548066
997,198.62648643434966
998,86.82612090627345
999,104.50763914709812
1000,483.9544582062358
1001,41.61273783585469
1002,45.74848293632441
1003,402.7680433530734
1004,818.1379322073373
1005,605.2903744984858
1006,410.65572358230077
1007,51.373289393496954
1008,292.10994827734163
1009,44.639225805472876
1010,65.87413892999737
1011,100.53994805109296
1012,336.6965005542792
1013,95.69070736071939
1014,762.4076947582055
1015,72.93715171735346
1016,860.6063906691377
1017,996.3687327111875
1018,53.23738219211387
1019,55.47073058523243
1020,90.2230911582499
1021,280.14938027270017
1022,854.1759224969283
1023,99.36947484527272
1024,78.07526318374734
1025,82.81525259251623
1026,300.8882517129801
1027,76.90701205597995
1028,73.22874665888662
1029,245.01210429064565
1030,95.0357724005732
1031,934.5195824284585
1032,102.03199849213172
1033,87.55947397277826
1034,638.1919499299718
1035,354.3681918211938
1036,90.13319424930245
1037,133.13525877517628
1038,30.12569288322142
1039,40.1340771402565
1040,503.0143564814364
1041,42.64390567714264
1042,92.02207766049524
1043,56.22119366096395
1044,44.35169027337712
1045,87.50264007746887
1046,368.4356216075911
1047,484.63183349595573
1048,801.8828263412662
1049,266.63020660368716
1050,56.780304895083255
1051,620.6107601317017
1052,235.6935545211667
1053,52.006075661095544
1054,184.0787277384569
1055,53.53048671827145
1056,236.2224018059951
1057,766.5849301186425
1058,84.42391215365598
1059,388.9458033936813
1060,91.74879557248536
1061,51.17301382232704
1062,234.3618661045432
1063,292.2410638283871
1064,889.8249016958845
1065,42.82147496493496
1066,256.6272420234749
1067,375.73671063163533
1068,451.47820487444216
1069,54.107195594953374
1070,47.33458854940759
1071,49.41932716851708
1072,724.4939503728699
1073,37.81879560644143
1074,418.2988040302986
1075,49.44563562649834
1076,50.33878655853133
1077,54.044054503625546
1078,474.7745161826035
1079,453.0802859417329
1080,300.1081163544299
1081,53.14826252517216
1082,188.832588646167
1083,296.5692511226472
1084,92.77826742220485
1085,71.07375891855321
1086,311.6045452072795
1087,76.00750467070483
1088,99.74276196355
1089,35.88123039381946
1090,417.45516744144953
1091,619.3973826855834
1092,50.24330553934653
1093,100.71997931825285
1094,73.96859717064669
1095,54.611309523878724
1096,345.07541011716904
1097,39.36163506024558
1098,505.2112717959389
1099,54.015076056019716
1100,292.9101526820434
1101,26.46758317118281
1102,101.83976695427866
1103,1046.0741890668596
1104,331.83811207974145
1105,977.9007872650841
1106,366.6183939415001
1107,50.55254201043618
1108,43.32855184270221
1109,81.68113448506341
1110,43.11201253582709
1111,108.83899178165282
1112,53.42331067876143
1113,59.6939077385442
1114,68.62730579397467
1115,96.5553391250475
1116,407.2764914029001
1117,81.27452939248153
1118,52.072362239950046
1119,54.72158113096118
1120,51.63025672491704
1121,959.624707470408
1122,691.5498767863007
1123,1050.501796391826
1124,546.3899681947304
1125,194.84073654481512
1126,18.093348308226183
1127,510.8260592990235
1128,572.6034277232138
1129,392.9816915960362
1130,249.31522993511769
1131,56.65495937512541
1132,76.18137077371976
1133,42.963686274666074
1134,146.56305737249298
1135,91.40608731837027
1136,366.7677663841939
1137,270.9090549301305
1138,62.47135124827757
1139,871.410861271733
1140,41.16040479302545
1141,25.78747616311127
1142,44.158493349542184
1143,94.47092236105867
1144,220.20777969548067
1145,442.0268109136324
1146,59.96692151856164
1147,52.770613694781716
1148,813.3424468666165
1149,54.860362964019004
1150,71.189707794186
1151,277.9648805884423
1152,54.13136171908192
1153,50.969375751002985
1154,72.55517350979515
1155,355.2528059131234
1156,301.99607589118574
1157,51.75830502471065
1158,73.62066093580083
1159,92.59215395314739
1160,415.12186010386
1161,10.120355452709362
1162,102.31045328123689
1163,689.2499816466553
1164,46.624407922900055
1165,55.77045738312376
1166,416.09330169835596
1167,513.9555955362617
1168,52.74355933637704
1169,65.60688102046608
1170,53.38126971529502
1171,895.5903812495848
1172,359.853054120759
1173,43.70203614922305
1174,538.107553525423
1175,42.19403167866768
1176,1024.494564597648
1177,302.1262121534424
1178,219.86617847993637
1179,53.987139435075754
1180,77.68102907456772
1181,94.09485532048974
1182,99.53877307593469
1183,409.69964190111074
1184,383.78239546268014
1185,328.30935717918624
1186,42.415796674104215
1187,481.19819712330053
1188,33.310627241079764
1189,100.18382698497093
1190,65.2894169919936
1191,503.5325837140706
1192,70.20019535337914
1193,57.32106205838881
1194,353.0586824698164
1195,35.34064730008585
1196,284.3825895105534
1197,50.26039488323857
1198,291.2404943030472
1199,87.87693467265301
1200,600.1563693209881
1201,950.9204275795374
1202,95.57158482131508
1203,894.088640576951
1204,624.2452733989307
1205,353.2196123282916
1206,49.21829219159199
1207,48.44015888620627
1208,1037.1565367679348
1209,50.744311475005844
1210,46.22367102196699
1211,546.0457938090074
1212,42.757051652908984
1213,99.62868447087591
1214,29.223838109844227
1215,99.5324869575791
1216,1158.168402093626
1217,89.52759444754972
1218,39.997746288718936
1219,360.5849927219578
1220,41.03027498736748
1221,73.90612194860654
1222,38.72384348859559
1223,153.0818263206415
1224,350.0790128342588
1225,40.98340560292612
1226,94.37440942001766
1227,278.76932180229716
1228,97.71903108925069
1229,767.301895609906
1230,966.1703143518855
1231,72.75701224460427
1232,45.338942505954094
1233,356.9459886476532
1234,57.1131011770972
1235,59.59555272581315
1236,86.55220997779203
1237,870.0201279002343
1238,50.8626518246608
1239,669.3837711900545
1240,252.7472893626047
1241,357.0116627033747
1242,346.6080195103688
1243,1193.6350615687206
1244,70.25834108523175
1245,20.250631709993282
1246,28.577982110076842
1247,448.8240019702869
1248,39.19793889550541
1249,70.65583501898315
1250,93.68482396176181
1251,360.5849927219578
1252,98.46952349416635
1253,78.78115771352248
1254,580.3308187412889
1255,84.09565763395041
1256,682.6924946770251
1257,491.3092389855156
1258,306.98677404003985
1259,87.2789559646884
1260,643.6491393553705
1261,262.76661006557885
1262,257.93653579405276
1263,374.0107056161816
1264,481.8555642720006
1265,617.2324076513613
1266,948.5659751491772
1267,58.71492470283869
1268,79.6002005226764
1269,59.88056738768879
1270,62.443465382539856
1271,92.08857645342952
1272,56.85400040472751
1273,72.84319232430948
1274,100.92948241373398
1275,55.91438017298845
1276,336.0008494525201
1277,53.04397752005533
1278,95.61414918255419
1279,69.55447200807363
1280,150.43867186311758
1281,415.8160777352268
1282,49.386051796827886
1283,60.00474655387549
1284,65.42476555744403
1285,99.43008704957751
1286,666.4090517255122
1287,26.058790113876704
1288,355.2374880775379
1289,441.6257687298979
1290,400.05226162640685
1291,51.6851891100164
1292,94.11174567720997
1293,90.10487277058589
1294,64.88891187709895
1295,335.79072193432825
1296,425.22790759313426
1297,614.3602346925086
1298,223.06755401996
1299,423.1593131241933
1300,77.1381434680419
1301,266.15519402242035
1302,612.0583563070245
1303,102.69463268462559
1304,49.79452717024252
1305,386.0355315784776
1306,678.5486190042262
1307,101.07215719632359
1308,81.32158199504431
1309,34.50814946933545
1310,81.10120716507716
1311,1185.0352679900607
1312,49.61534097420233
1313,38.14094026516841
1314,45.924056280925754
1315,54.34703144263371
1316,41.22589164194624
1317,648.6291206288602
1318,872.6872689564527
1319,64.45103176790606
1320,66.13583858421595
1321,93.85108691560097
1322,388.7605789410509
1323,98.96851647908339
1324,79.34359284125757
1325,489.2522136535931
1326,165.99827666759361
1327,97.28007202319618
1328,335.0663863324259
1329,722.9331502373574
1330,193.24107623916717
1331,36.800406015075055
1332,89.55511751113221
1333,570.9406464346596
1334,656.8780964671452
1335,100.42013725326991
1336,55.09308209340384
1337,725.3293934720339
1338,306.39352862087003
1339,467.4074142213037
1340,477.16156375906286
1341,50.29065097857082
1342,52.44090894367253
1343,443.1454057854067
1344,133.02690208475104
1345,598.8510954658291
1346,73.63402572213305
1347,75.53043390050989
1348,80.44451138421545
1349,92.40682651494694
1350,365.84784094929216
1351,50.1192087755898
1352,43.948695859792394
1353,490.20548449487103
1354,623.1964348851652
1355,28.63391521974781
1356,56.93351890451494
1357,532.8184587849593
1358,59.05147824378155
1359,324.7446164409975
1360,98.86139778621477
1361,693.718470002791
1362,466.7484412512329
1363,52.36256439973633
1364,699.991524458918
