,House ID,bathrooms,bedrooms,blessings,builder,capital_distance,date,dining_rooms,dock_distance,farm,garden,holy_tree,king_visited,knights_house_distance,location,market_distance,renovation,river_distance,sorceror_cursed,tower_distance
2,1848823611.0,4.0,2.0,128.0,0.0,31.803728,-1.0,3.0,-1.0,1.0,0.0,1.0,0.0,42.522518,-1.0,76.911213,0.0,27.337864,1.0,67.482017
10,1848823613.0,4.0,2.0,156.0,3.0,3.694051,-1.0,3.0,31.795669,1.0,0.0,1.0,0.0,13.72868,3.0,45.184515,0.0,7.53747,1.0,215.291212
11,1848823615.0,4.0,2.0,72.0,3.0,87.711658,-1.0,2.0,46.037313,1.0,0.0,1.0,0.0,97.72198,3.0,48.592949,0.0,67.690842,1.0,206.456805
12,1848823621.0,4.0,3.0,154.0,3.0,6.412423,-1.0,3.0,6.664954,1.0,0.0,1.0,0.0,16.99148,3.0,61.399993,0.0,8.780965,1.0,118.533229
13,1848823623.0,3.0,2.0,132.0,3.0,27.528001,-1.0,2.0,12.540865,2.0,-1.0,1.0,0.0,37.882273,1.0,132.196721,0.0,41.822487,1.0,102.179942
0,1848823627.0,4.0,3.0,155.0,5.0,5.051018,-1.0,3.0,26.910972,1.0,0.0,-1.0,0.0,15.775998,2.0,95.267946,0.0,42.63296,0.0,124.213778
14,1848823633.0,4.0,3.0,133.0,3.0,26.532328,-1.0,3.0,-1.0,1.0,0.0,1.0,0.0,36.682973,2.0,12.94138,0.0,27.094843,1.0,27.03828
1,1848823639.0,3.0,4.0,145.0,6.0,15.220463,-1.0,4.0,24.658268,2.0,0.0,0.0,0.0,25.854943,3.0,81.003364,0.0,20.10387,0.0,234.799022
2,1848823643.0,3.0,-1.0,147.0,6.0,12.733926,-1.0,2.0,1.122904,0.0,1.0,-1.0,-1.0,23.563624,3.0,18.667091,-1.0,4.094995,1.0,50.964912
3,1848823647.0,3.0,3.0,61.0,0.0,98.652182,-1.0,2.0,8.938509,2.0,0.0,1.0,0.0,109.422107,2.0,70.194408,1.0,60.819794,1.0,84.156413
1,1848823651.0,-1.0,3.0,61.0,5.0,98.765114,-1.0,3.0,3.246707,2.0,0.0,1.0,0.0,109.293587,3.0,150.032514,0.0,6.41729,1.0,205.231808
15,1848823655.0,4.0,2.0,129.0,3.0,31.16518,-1.0,2.0,119.1877,1.0,0.0,1.0,0.0,41.673909,-1.0,2.913328,0.0,24.478625,1.0,183.857944
16,1848823661.0,2.0,3.0,146.0,3.0,14.148026,-1.0,4.0,63.861157,1.0,0.0,1.0,0.0,24.819694,2.0,23.545431,0.0,36.686379,1.0,88.662829
3,1848823664.0,3.0,3.0,98.0,-1.0,61.604752,-1.0,3.0,-1.0,2.0,0.0,1.0,0.0,72.449136,3.0,85.026054,-1.0,17.494191,1.0,111.073489
17,1848823667.0,2.0,2.0,139.0,3.0,20.800243,-1.0,3.0,18.839709,1.0,0.0,1.0,0.0,31.21515,4.0,129.162646,-1.0,51.55232,1.0,14.489745
2,1848823670.0,3.0,2.0,73.0,4.0,87.174747,-1.0,2.0,54.645921,1.0,0.0,0.0,0.0,98.032248,1.0,16.476015,0.0,2.980832,0.0,59.149911
3,1848823676.0,2.0,2.0,48.0,4.0,111.965941,-1.0,3.0,151.105728,1.0,0.0,1.0,0.0,122.889439,2.0,99.671185,0.0,9.879558,1.0,72.036244
4,1848823680.0,3.0,4.0,132.0,4.0,27.953048,-1.0,3.0,11.666815,1.0,0.0,-1.0,0.0,38.774105,3.0,50.869864,0.0,13.758185,1.0,7.977065
18,1848823686.0,2.0,2.0,147.0,3.0,12.801883,-1.0,2.0,91.995895,1.0,0.0,1.0,0.0,23.422529,3.0,36.038488,1.0,6.483024,1.0,65.958943
4,1848823692.0,3.0,4.0,136.0,-1.0,24.365967,-1.0,3.0,28.097092,1.0,-1.0,1.0,0.0,35.355721,3.0,47.656262,0.0,29.957674,1.0,27.19059
3,1848823698.0,-1.0,2.0,136.0,7.0,23.760392,-1.0,-1.0,11.38196,1.0,-1.0,0.0,0.0,34.292892,3.0,32.981737,0.0,21.011419,0.0,67.083665
5,1848823700.0,3.0,2.0,123.0,-1.0,37.491263,-1.0,2.0,34.380313,1.0,0.0,1.0,0.0,47.990319,3.0,73.30761,0.0,8.596491,-1.0,213.518082
6,1848823704.0,2.0,4.0,139.0,-1.0,21.289962,-1.0,4.0,35.572115,2.0,0.0,0.0,0.0,31.422184,2.0,15.138499,0.0,25.023969,0.0,219.322458
7,1848823709.0,2.0,4.0,40.0,-1.0,119.778364,-1.0,4.0,57.230995,2.0,0.0,0.0,0.0,130.205692,1.0,1.543217,0.0,43.794177,0.0,45.556787
19,1848823711.0,4.0,2.0,103.0,3.0,56.883775,-1.0,3.0,-1.0,1.0,0.0,0.0,0.0,67.637545,3.0,2.550933,0.0,9.764943,0.0,53.288066
5,1848823715.0,3.0,4.0,52.0,4.0,107.687755,-1.0,3.0,62.104754,1.0,0.0,1.0,0.0,118.003414,3.0,56.15136,-1.0,77.656929,-1.0,122.390194
3,1848823721.0,3.0,2.0,156.0,1.0,4.331436,-1.0,-1.0,82.283966,1.0,0.0,0.0,0.0,14.695102,1.0,29.043012,0.0,24.298255,0.0,119.126593
8,1848823725.0,3.0,2.0,160.0,-1.0,0.416545,-1.0,2.0,89.226178,1.0,0.0,1.0,0.0,10.630346,3.0,83.035603,0.0,34.279911,1.0,120.919853
4,1848823729.0,4.0,4.0,124.0,0.0,35.698995,-1.0,3.0,34.600947,1.0,0.0,-1.0,0.0,46.459145,4.0,110.500053,0.0,41.447449,1.0,86.664647
4,1848823735.0,4.0,2.0,74.0,1.0,-1.0,-1.0,4.0,34.524141,1.0,0.0,1.0,0.0,-1.0,3.0,6.740951,0.0,1.821655,1.0,222.341302
6,1848823737.0,2.0,3.0,156.0,4.0,4.460661,-1.0,3.0,26.174476,2.0,0.0,1.0,0.0,15.207348,3.0,12.904976,0.0,43.261003,1.0,123.568064
9,1848823740.0,3.0,3.0,99.0,-1.0,61.310843,-1.0,4.0,17.66758,2.0,0.0,1.0,0.0,71.788989,4.0,122.809509,0.0,4.424503,1.0,128.133129
3,1848823744.0,3.0,4.0,110.0,6.0,49.64613,-1.0,-1.0,3.532019,2.0,0.0,1.0,0.0,60.196272,3.0,33.39117,0.0,18.551798,1.0,74.198027
4,1848823749.0,4.0,3.0,60.0,6.0,99.86107,-1.0,2.0,20.203496,1.0,0.0,1.0,0.0,110.478163,3.0,59.873769,1.0,1.672798,1.0,190.421617
20,1848823752.0,3.0,-1.0,147.0,3.0,13.134552,-1.0,2.0,27.013595,1.0,0.0,1.0,0.0,23.512504,2.0,31.489187,0.0,38.304237,-1.0,44.880304
4,1848823754.0,4.0,4.0,135.0,8.0,24.909507,-1.0,-1.0,4.102159,0.0,1.0,-1.0,-1.0,35.117409,4.0,38.478102,0.0,55.022168,1.0,145.198089
5,1848823759.0,3.0,4.0,126.0,8.0,34.328906,-1.0,3.0,54.397619,1.0,0.0,-1.0,0.0,44.565672,3.0,15.621175,0.0,13.210756,1.0,43.039403
4,1848823763.0,4.0,3.0,107.0,7.0,52.901633,-1.0,2.0,0.550172,1.0,0.0,1.0,0.0,63.465074,3.0,114.410861,0.0,20.379008,1.0,-1.0
5,1848823765.0,3.0,3.0,135.0,1.0,25.065928,-1.0,3.0,38.877415,2.0,-1.0,-1.0,0.0,35.568437,2.0,-1.0,0.0,1.257721,1.0,76.196189
21,1848823770.0,2.0,3.0,134.0,3.0,26.137153,-1.0,3.0,11.603696,1.0,0.0,1.0,0.0,36.195189,3.0,90.88417,1.0,4.528548,1.0,122.798444
3,1848823774.0,3.0,-1.0,124.0,2.0,35.790417,-1.0,4.0,29.751994,1.0,0.0,1.0,0.0,46.502972,3.0,7.269568,0.0,47.287544,1.0,170.610065
22,1848823777.0,-1.0,2.0,159.0,3.0,0.529202,-1.0,-1.0,34.191925,1.0,0.0,1.0,0.0,11.51611,3.0,35.085326,0.0,12.546223,1.0,148.2714
23,1848823780.0,2.0,3.0,139.0,3.0,21.001339,-1.0,3.0,39.18463,1.0,-1.0,1.0,0.0,31.679897,3.0,49.370682,0.0,0.732612,1.0,25.958395
5,1848823783.0,2.0,3.0,148.0,0.0,11.632695,-1.0,4.0,60.881088,1.0,-1.0,1.0,0.0,21.737822,3.0,44.475839,0.0,15.773875,0.0,107.611778
4,1848823788.0,2.0,4.0,74.0,2.0,-1.0,-1.0,4.0,49.458007,0.0,1.0,-1.0,-1.0,-1.0,3.0,77.048386,0.0,5.063825,1.0,96.271542
5,1848823790.0,3.0,2.0,74.0,6.0,-1.0,-1.0,3.0,20.487808,1.0,0.0,1.0,0.0,-1.0,4.0,29.498543,0.0,51.114954,1.0,98.529817
24,1848823792.0,2.0,4.0,141.0,3.0,18.792642,-1.0,2.0,-1.0,1.0,0.0,1.0,0.0,29.451655,3.0,17.693796,-1.0,37.24402,1.0,136.903733
25,1848823797.0,2.0,4.0,106.0,3.0,53.910195,-1.0,3.0,-1.0,1.0,-1.0,1.0,0.0,64.02721,2.0,-1.0,1.0,17.011374,1.0,72.801718
26,1848823801.0,2.0,2.0,110.0,3.0,50.332725,-1.0,3.0,136.474649,1.0,0.0,1.0,0.0,60.487683,3.0,140.461249,-1.0,21.920179,1.0,-1.0
27,1848823803.0,3.0,4.0,145.0,3.0,14.814197,-1.0,2.0,-1.0,1.0,0.0,1.0,0.0,25.728207,3.0,54.754213,0.0,58.408258,1.0,24.887373
2,1848823807.0,2.0,4.0,53.0,5.0,106.867728,-1.0,-1.0,55.194201,1.0,0.0,1.0,0.0,117.688478,1.0,112.204225,0.0,13.643248,1.0,7.331488
3,1848823811.0,4.0,2.0,76.0,9.0,84.490468,-1.0,2.0,-1.0,2.0,-1.0,0.0,0.0,95.46071,-1.0,60.125968,0.0,57.461829,0.0,47.483615
28,1848823817.0,3.0,3.0,41.0,3.0,118.908655,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,129.656878,4.0,73.607791,0.0,1.123113,0.0,110.437332
6,1848823820.0,2.0,2.0,152.0,8.0,8.090356,-1.0,3.0,28.194885,1.0,0.0,0.0,0.0,18.568358,3.0,57.049838,0.0,10.72477,0.0,121.737656
29,1848823822.0,4.0,4.0,94.0,3.0,66.068513,-1.0,3.0,0.988599,1.0,-1.0,1.0,0.0,76.604668,2.0,-1.0,0.0,83.448281,1.0,15.561161
10,1848823827.0,4.0,3.0,120.0,-1.0,39.851566,-1.0,4.0,60.548904,2.0,0.0,0.0,0.0,50.450784,-1.0,35.428939,0.0,39.250533,0.0,56.675428
30,1848823831.0,-1.0,4.0,53.0,3.0,107.325118,-1.0,3.0,93.673364,1.0,-1.0,1.0,0.0,117.575766,3.0,55.813361,1.0,25.498414,1.0,67.798236
7,1848823836.0,4.0,2.0,126.0,4.0,33.914079,-1.0,3.0,29.348649,1.0,0.0,1.0,0.0,44.651891,3.0,26.547489,0.0,21.44157,1.0,129.504031
3,1848823840.0,2.0,4.0,74.0,5.0,-1.0,-1.0,3.0,116.232545,2.0,0.0,1.0,0.0,-1.0,2.0,135.95518,0.0,75.913338,1.0,96.90175
8,1848823846.0,4.0,3.0,47.0,4.0,113.152269,-1.0,3.0,21.926644,2.0,0.0,1.0,0.0,123.253774,-1.0,72.557943,0.0,17.352285,1.0,31.530238
31,1848823851.0,3.0,3.0,160.0,3.0,0.463851,-1.0,4.0,42.310602,1.0,0.0,-1.0,0.0,11.234357,4.0,39.596049,0.0,2.831735,1.0,84.951802
6,1848823856.0,2.0,2.0,47.0,6.0,112.540505,-1.0,4.0,44.74755,0.0,1.0,1.0,-1.0,122.855294,4.0,33.67063,0.0,3.353507,-1.0,90.308479
4,1848823861.0,3.0,3.0,152.0,9.0,8.168785,-1.0,4.0,42.73277,1.0,0.0,0.0,0.0,18.370135,3.0,138.642448,0.0,66.347237,0.0,44.588025
32,1848823863.0,3.0,4.0,104.0,3.0,56.071738,-1.0,2.0,109.12251,1.0,0.0,1.0,0.0,66.54901,3.0,59.715593,0.0,27.316383,1.0,120.893587
6,1848823865.0,-1.0,2.0,116.0,0.0,43.935515,-1.0,-1.0,47.13049,2.0,0.0,1.0,0.0,54.744624,1.0,89.749169,0.0,17.897503,1.0,28.556451
33,1848823870.0,2.0,4.0,149.0,3.0,11.175477,-1.0,4.0,43.129349,1.0,0.0,1.0,0.0,21.881547,2.0,59.538046,0.0,1.138075,1.0,163.81012
9,1848823875.0,4.0,2.0,134.0,4.0,25.960131,-1.0,3.0,107.670121,1.0,0.0,1.0,0.0,36.170315,1.0,87.189539,-1.0,12.397643,1.0,135.664742
7,1848823877.0,4.0,4.0,153.0,0.0,7.477386,-1.0,4.0,19.038547,2.0,-1.0,1.0,0.0,18.086383,3.0,19.373641,0.0,11.659058,1.0,2.866873
34,1848823882.0,2.0,2.0,144.0,3.0,15.731655,-1.0,4.0,5.745062,0.0,1.0,-1.0,-1.0,26.391128,3.0,78.417276,0.0,30.693682,1.0,160.151949
35,1848823886.0,3.0,3.0,120.0,3.0,39.587552,-1.0,2.0,31.001006,0.0,1.0,1.0,-1.0,49.85903,-1.0,-1.0,-1.0,9.731898,1.0,43.951167
5,1848823888.0,3.0,4.0,156.0,7.0,3.916571,-1.0,4.0,144.839853,1.0,0.0,1.0,0.0,14.369894,3.0,13.078234,0.0,25.428054,1.0,37.845593
6,1848823890.0,2.0,2.0,127.0,7.0,32.700903,-1.0,-1.0,118.651736,2.0,0.0,1.0,0.0,42.837121,4.0,56.862286,-1.0,39.460784,1.0,5.995957
5,1848823896.0,2.0,2.0,28.0,2.0,131.952578,-1.0,4.0,84.271118,1.0,0.0,1.0,0.0,142.714658,1.0,12.889536,-1.0,27.119841,1.0,90.780094
11,1848823899.0,4.0,-1.0,136.0,-1.0,23.948609,-1.0,3.0,25.546042,1.0,0.0,1.0,0.0,34.942444,3.0,85.761268,1.0,8.834375,1.0,24.334488
7,1848823901.0,2.0,2.0,100.0,7.0,59.517323,-1.0,2.0,-1.0,0.0,1.0,1.0,-1.0,69.714655,4.0,41.629638,1.0,51.924313,1.0,91.33016
36,1848823904.0,4.0,3.0,86.0,3.0,73.680323,-1.0,4.0,0.066082,0.0,1.0,1.0,-1.0,84.151773,-1.0,12.413408,0.0,2.322611,1.0,162.766235
7,1848823908.0,3.0,2.0,14.0,8.0,145.773817,-1.0,2.0,47.443566,2.0,0.0,-1.0,0.0,156.081031,3.0,20.186212,0.0,17.225251,1.0,122.99707
37,1848823914.0,2.0,4.0,83.0,3.0,77.059006,-1.0,4.0,94.598577,1.0,0.0,1.0,0.0,88.007556,2.0,120.436472,-1.0,10.701775,1.0,117.729776
5,1848823917.0,2.0,2.0,108.0,9.0,52.160561,-1.0,2.0,-1.0,2.0,0.0,1.0,0.0,62.337068,4.0,21.63996,0.0,45.171562,1.0,137.605033
12,1848823922.0,2.0,3.0,147.0,-1.0,12.947486,-1.0,2.0,69.296172,1.0,0.0,-1.0,0.0,23.463134,1.0,112.244581,-1.0,42.394393,1.0,174.606217
8,1848823927.0,3.0,4.0,124.0,0.0,35.647738,-1.0,2.0,-1.0,1.0,-1.0,1.0,0.0,45.940609,3.0,19.902401,0.0,38.737328,1.0,114.893095
8,1848823932.0,3.0,3.0,67.0,8.0,92.817319,-1.0,-1.0,55.642861,1.0,0.0,1.0,0.0,103.239226,2.0,1.64982,0.0,17.413551,1.0,5.893055
7,1848823937.0,-1.0,2.0,84.0,6.0,75.617038,-1.0,-1.0,35.76766,2.0,0.0,-1.0,0.0,85.737595,1.0,6.54546,0.0,8.325646,0.0,11.762571
38,1848823942.0,2.0,3.0,156.0,3.0,3.883454,-1.0,2.0,34.299644,1.0,0.0,1.0,0.0,14.045466,3.0,98.056921,0.0,31.032399,1.0,22.408685
8,1848823944.0,3.0,4.0,150.0,6.0,10.127855,-1.0,3.0,3.919419,2.0,0.0,1.0,0.0,21.102148,3.0,1.944099,0.0,0.297842,1.0,95.8239
39,1848823950.0,4.0,2.0,74.0,3.0,-1.0,-1.0,-1.0,43.825607,1.0,0.0,1.0,0.0,-1.0,1.0,91.589664,0.0,49.638961,1.0,34.18686
40,1848823956.0,2.0,3.0,116.0,3.0,43.659217,-1.0,2.0,56.681729,0.0,1.0,1.0,-1.0,54.255505,3.0,16.894884,-1.0,45.80167,-1.0,196.335776
10,1848823958.0,4.0,4.0,136.0,4.0,23.907579,-1.0,2.0,82.550344,1.0,0.0,1.0,0.0,33.962491,3.0,-1.0,1.0,3.803399,1.0,246.816762
6,1848823963.0,4.0,2.0,150.0,9.0,9.548414,-1.0,2.0,6.133424,1.0,-1.0,-1.0,0.0,19.852732,1.0,62.14781,0.0,51.074174,1.0,164.368723
6,1848823965.0,3.0,2.0,115.0,2.0,44.952248,-1.0,2.0,56.083481,2.0,0.0,1.0,0.0,55.721486,1.0,-1.0,0.0,55.555218,1.0,83.564314
41,1848823967.0,2.0,3.0,131.0,3.0,29.385812,-1.0,3.0,67.665324,1.0,0.0,-1.0,0.0,39.738462,3.0,-1.0,0.0,57.349442,1.0,77.241302
7,1848823973.0,3.0,4.0,45.0,2.0,114.943975,-1.0,2.0,16.052652,1.0,0.0,-1.0,0.0,125.462999,3.0,-1.0,0.0,55.961658,0.0,57.513601
7,1848823977.0,4.0,4.0,148.0,9.0,12.362987,-1.0,3.0,34.516962,1.0,0.0,-1.0,0.0,23.207646,1.0,51.752341,0.0,23.389574,1.0,221.167684
4,1848823983.0,4.0,2.0,127.0,5.0,33.477492,-1.0,2.0,110.908864,1.0,0.0,0.0,0.0,44.072108,3.0,48.564874,0.0,45.312225,0.0,126.313421
8,1848823987.0,2.0,3.0,141.0,2.0,19.046904,-1.0,3.0,10.192758,0.0,1.0,-1.0,-1.0,29.219474,3.0,26.831774,0.0,0.559862,1.0,116.583447
42,1848823991.0,3.0,4.0,132.0,3.0,28.062065,-1.0,-1.0,15.540483,1.0,0.0,1.0,0.0,38.883146,2.0,-1.0,0.0,42.787678,1.0,242.323996
43,1848823996.0,2.0,2.0,33.0,3.0,127.118131,-1.0,3.0,-1.0,1.0,0.0,1.0,0.0,137.166142,3.0,49.134277,0.0,7.105292,1.0,163.682458
6,1848824000.0,4.0,3.0,155.0,1.0,4.570255,-1.0,2.0,35.988844,1.0,0.0,1.0,0.0,15.068711,3.0,67.579542,0.0,15.756025,1.0,157.877738
11,1848824003.0,4.0,3.0,146.0,4.0,13.557405,-1.0,4.0,28.557636,1.0,-1.0,1.0,0.0,23.662876,3.0,72.853128,0.0,30.014551,1.0,59.226068
9,1848824007.0,3.0,3.0,149.0,8.0,10.760071,-1.0,3.0,17.820094,2.0,0.0,-1.0,0.0,21.113511,1.0,10.996215,1.0,76.960407,1.0,45.620881
44,1848824011.0,4.0,2.0,81.0,3.0,78.850443,-1.0,4.0,-1.0,1.0,0.0,1.0,0.0,89.290594,2.0,6.498857,0.0,8.824828,1.0,15.48147
45,1848824017.0,4.0,2.0,157.0,3.0,3.053104,-1.0,-1.0,11.455146,1.0,0.0,1.0,0.0,13.839556,3.0,20.154283,0.0,31.067657,1.0,118.185419
46,1848824020.0,2.0,4.0,145.0,3.0,14.59141,-1.0,3.0,45.707424,2.0,0.0,1.0,0.0,25.306428,3.0,58.432703,0.0,23.764293,1.0,49.510968
47,1848824023.0,2.0,3.0,123.0,3.0,36.602832,-1.0,3.0,39.59835,1.0,0.0,1.0,0.0,47.182368,3.0,1.201718,-1.0,28.81139,1.0,151.378858
9,1848824027.0,2.0,4.0,150.0,2.0,9.794132,-1.0,3.0,17.557024,1.0,0.0,1.0,0.0,19.957548,3.0,3.804804,-1.0,31.805639,1.0,289.066307
9,1848824033.0,4.0,2.0,79.0,6.0,80.598167,-1.0,2.0,75.182362,1.0,0.0,1.0,0.0,91.370785,3.0,43.631966,0.0,20.256665,1.0,82.331429
48,1848824036.0,3.0,4.0,74.0,3.0,-1.0,-1.0,-1.0,8.864301,1.0,0.0,-1.0,0.0,-1.0,3.0,42.615597,0.0,22.843904,1.0,27.854425
49,1848824038.0,-1.0,3.0,141.0,3.0,18.75495,-1.0,-1.0,66.923139,1.0,0.0,-1.0,0.0,28.865899,1.0,68.149748,0.0,23.658776,1.0,154.009038
10,1848824042.0,2.0,3.0,52.0,2.0,107.57295,-1.0,4.0,-1.0,1.0,0.0,1.0,0.0,118.327367,1.0,1.957051,0.0,47.079764,1.0,172.678117
50,1848824046.0,-1.0,4.0,74.0,3.0,-1.0,-1.0,4.0,54.184365,2.0,0.0,0.0,0.0,-1.0,1.0,92.093512,0.0,2.214294,0.0,164.64825
51,1848824048.0,4.0,2.0,154.0,3.0,6.049406,-1.0,4.0,26.71137,1.0,0.0,1.0,0.0,16.973334,1.0,18.368994,0.0,2.595396,1.0,138.357459
7,1848824051.0,4.0,4.0,53.0,1.0,107.184545,-1.0,2.0,83.914728,1.0,0.0,-1.0,0.0,117.410316,3.0,57.067604,0.0,55.592034,0.0,147.898157
52,1848824055.0,3.0,3.0,149.0,3.0,11.437761,-1.0,4.0,64.028965,1.0,0.0,1.0,0.0,22.226814,3.0,34.560742,0.0,63.798997,-1.0,91.510234
53,1848824059.0,4.0,3.0,148.0,3.0,12.49898,-1.0,2.0,36.579149,2.0,-1.0,1.0,0.0,22.869774,3.0,72.276962,0.0,9.263226,1.0,213.385743
