,House ID,bathrooms,bedrooms,blessings,builder,capital_distance,dateb,dining_rooms,dock_distance,farm,garden,holy_tree,king_visited,knights_house_distance,location,market_distance,renovation,river_distance,sorceror_cursed,tower_distance,golden_grains
86,1848823817.0,3.0,3.0,41.0,3.0,118.908655,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,129.656878,4.0,73.607791,0.0,1.123113,0.0,110.437332,1020444.0
87,1848823820.0,2.0,2.0,152.0,8.0,8.090356,-1.0,3.0,28.194885,1.0,0.0,0.0,0.0,18.568358,3.0,57.049838,0.0,10.72477,0.0,121.737656,1394892.0
88,1848823822.0,4.0,4.0,94.0,3.0,66.068513,-1.0,3.0,0.988599,1.0,-1.0,1.0,0.0,76.604668,2.0,-1.0,0.0,83.448281,1.0,15.561161,1261775.0
89,1848823827.0,4.0,3.0,120.0,-1.0,39.851566,-1.0,4.0,60.548904,2.0,0.0,0.0,0.0,50.450784,-1.0,35.428939,0.0,39.250533,0.0,56.675428,1360182.0
90,1848823831.0,-1.0,4.0,53.0,3.0,107.325118,-1.0,3.0,93.673364,1.0,-1.0,1.0,0.0,117.575766,3.0,55.813361,1.0,25.498414,1.0,67.798236,1083058.0
91,1848823836.0,4.0,2.0,126.0,4.0,33.914079,-1.0,3.0,29.348649,1.0,0.0,1.0,0.0,44.651891,3.0,26.547489,0.0,21.44157,1.0,129.504031,1441579.0
92,1848823840.0,2.0,4.0,74.0,5.0,-1.0,-1.0,3.0,116.232545,2.0,0.0,1.0,0.0,-1.0,2.0,135.95518,0.0,75.913338,1.0,96.90175,1173528.0
93,1848823846.0,4.0,3.0,47.0,4.0,113.152269,-1.0,3.0,21.926644,2.0,0.0,1.0,0.0,123.253774,-1.0,72.557943,0.0,17.352285,1.0,31.530238,1039902.0
94,1848823851.0,3.0,3.0,160.0,3.0,0.463851,-1.0,4.0,42.310602,1.0,0.0,-1.0,0.0,11.234357,4.0,39.596049,0.0,2.831735,1.0,84.951802,1625105.0
95,1848823856.0,2.0,2.0,47.0,6.0,112.540505,-1.0,4.0,44.74755,0.0,1.0,1.0,1.0,122.855294,4.0,33.67063,0.0,3.353507,-1.0,90.308479,1170811.0
96,1848823861.0,3.0,3.0,152.0,9.0,8.168785,-1.0,4.0,42.73277,1.0,0.0,0.0,0.0,18.370135,3.0,138.642448,0.0,66.347237,0.0,44.588025,1411090.0
97,1848823863.0,3.0,4.0,104.0,3.0,56.071738,-1.0,2.0,109.12251,1.0,0.0,1.0,0.0,66.54901,3.0,59.715593,0.0,27.316383,1.0,120.893587,1203662.0
98,1848823865.0,-1.0,2.0,116.0,0.0,43.935515,-1.0,-1.0,47.13049,2.0,0.0,1.0,0.0,54.744624,1.0,89.749169,0.0,17.897503,1.0,28.556451,1230244.0
99,1848823870.0,2.0,4.0,149.0,3.0,11.175477,-1.0,4.0,43.129349,1.0,0.0,1.0,0.0,21.881547,2.0,59.538046,0.0,1.138075,1.0,163.81012,1462847.0
100,1848823875.0,4.0,2.0,134.0,4.0,25.960131,-1.0,3.0,107.670121,1.0,0.0,1.0,0.0,36.170315,1.0,87.189539,-1.0,12.397643,1.0,135.664742,1241409.0
101,1848823877.0,4.0,4.0,153.0,0.0,7.477386,-1.0,4.0,19.038547,2.0,-1.0,1.0,0.0,18.086383,3.0,19.373641,0.0,11.659058,1.0,2.866873,1650169.0
102,1848823882.0,2.0,2.0,144.0,3.0,15.731655,-1.0,4.0,5.745062,0.0,1.0,-1.0,1.0,26.391128,3.0,78.417276,0.0,30.693682,1.0,160.151949,1350458.0
103,1848823886.0,3.0,3.0,120.0,3.0,39.587552,-1.0,2.0,31.001006,0.0,1.0,1.0,1.0,49.85903,-1.0,-1.0,-1.0,9.731898,1.0,43.951167,1383929.0
104,1848823888.0,3.0,4.0,156.0,7.0,3.916571,-1.0,4.0,144.839853,1.0,0.0,1.0,0.0,14.369894,3.0,13.078234,0.0,25.428054,1.0,37.845593,1478473.0
105,1848823890.0,2.0,2.0,127.0,7.0,32.700903,-1.0,-1.0,118.651736,2.0,0.0,1.0,0.0,42.837121,4.0,56.862286,-1.0,39.460784,1.0,5.995957,1292524.0
106,1848823896.0,2.0,2.0,28.0,2.0,131.952578,-1.0,4.0,84.271118,1.0,0.0,1.0,0.0,142.714658,1.0,12.889536,-1.0,27.119841,1.0,90.780094,870679.0
107,1848823899.0,4.0,-1.0,136.0,-1.0,23.948609,-1.0,3.0,25.546042,1.0,0.0,1.0,0.0,34.942444,3.0,85.761268,1.0,8.834375,1.0,24.334488,1356376.0
108,1848823901.0,2.0,2.0,100.0,7.0,59.517323,-1.0,2.0,-1.0,0.0,1.0,1.0,1.0,69.714655,4.0,41.629638,1.0,51.924313,1.0,91.33016,1248401.0
109,1848823904.0,4.0,3.0,86.0,3.0,73.680323,-1.0,4.0,0.066082,0.0,1.0,1.0,1.0,84.151773,-1.0,12.413408,0.0,2.322611,1.0,162.766235,1238448.0
110,1848823908.0,3.0,2.0,14.0,8.0,145.773817,-1.0,2.0,47.443566,2.0,0.0,-1.0,0.0,156.081031,3.0,20.186212,0.0,17.225251,1.0,122.99707,803514.0
111,1848823914.0,2.0,4.0,83.0,3.0,77.059006,-1.0,4.0,94.598577,1.0,0.0,1.0,0.0,88.007556,2.0,120.436472,-1.0,10.701775,1.0,117.729776,1089772.0
112,1848823917.0,2.0,2.0,108.0,9.0,52.160561,-1.0,2.0,-1.0,2.0,0.0,1.0,0.0,62.337068,4.0,21.63996,0.0,45.171562,1.0,137.605033,1345168.0
113,1848823922.0,2.0,3.0,147.0,-1.0,12.947486,-1.0,2.0,69.296172,1.0,0.0,-1.0,0.0,23.463134,1.0,112.244581,-1.0,42.394393,1.0,174.606217,1222552.0
114,1848823927.0,3.0,4.0,124.0,0.0,35.647738,-1.0,2.0,-1.0,1.0,-1.0,1.0,0.0,45.940609,3.0,19.902401,0.0,38.737328,1.0,114.893095,1395999.0
115,1848823932.0,3.0,3.0,67.0,8.0,92.817319,-1.0,-1.0,55.642861,1.0,0.0,1.0,0.0,103.239226,2.0,1.64982,0.0,17.413551,1.0,5.893055,1148988.0
116,1848823937.0,-1.0,2.0,84.0,6.0,75.617038,-1.0,-1.0,35.76766,2.0,0.0,-1.0,0.0,85.737595,1.0,6.54546,0.0,8.325646,0.0,11.762571,1168961.0
117,1848823942.0,2.0,3.0,156.0,3.0,3.883454,-1.0,2.0,34.299644,1.0,0.0,1.0,0.0,14.045466,3.0,98.056921,0.0,31.032399,1.0,22.408685,1399301.0
118,1848823944.0,3.0,4.0,150.0,6.0,10.127855,-1.0,3.0,3.919419,2.0,0.0,1.0,0.0,21.102148,3.0,1.944099,0.0,0.297842,1.0,95.8239,1606279.0
119,1848823950.0,4.0,2.0,74.0,3.0,-1.0,-1.0,-1.0,43.825607,1.0,0.0,1.0,0.0,-1.0,1.0,91.589664,0.0,49.638961,1.0,34.18686,1184116.0
120,1848823956.0,2.0,3.0,116.0,3.0,43.659217,-1.0,2.0,56.681729,0.0,1.0,1.0,1.0,54.255505,3.0,16.894884,-1.0,45.80167,-1.0,196.335776,1262916.0
121,1848823958.0,4.0,4.0,136.0,4.0,23.907579,-1.0,2.0,82.550344,1.0,0.0,1.0,0.0,33.962491,3.0,-1.0,1.0,3.803399,1.0,246.816762,1343778.0
122,1848823963.0,4.0,2.0,150.0,9.0,9.548414,-1.0,2.0,6.133424,1.0,-1.0,-1.0,0.0,19.852732,1.0,62.14781,0.0,51.074174,1.0,164.368723,1260929.0
123,1848823965.0,3.0,2.0,115.0,2.0,44.952248,-1.0,2.0,56.083481,2.0,0.0,1.0,0.0,55.721486,1.0,-1.0,0.0,55.555218,1.0,83.564314,1200621.0
124,1848823967.0,2.0,3.0,131.0,3.0,29.385812,-1.0,3.0,67.665324,1.0,0.0,-1.0,0.0,39.738462,3.0,-1.0,0.0,57.349442,1.0,77.241302,1240153.0
125,1848823973.0,3.0,4.0,45.0,2.0,114.943975,-1.0,2.0,16.052652,1.0,0.0,-1.0,0.0,125.462999,3.0,-1.0,0.0,55.961658,0.0,57.513601,979872.0
126,1848823977.0,4.0,4.0,148.0,9.0,12.362987,-1.0,3.0,34.516962,1.0,0.0,-1.0,0.0,23.207646,1.0,51.752341,0.0,23.389574,1.0,221.167684,1334481.0
127,1848823983.0,4.0,2.0,127.0,5.0,33.477492,-1.0,2.0,110.908864,1.0,0.0,0.0,0.0,44.072108,3.0,48.564874,0.0,45.312225,0.0,126.313421,1271734.0
128,1848823987.0,2.0,3.0,141.0,2.0,19.046904,-1.0,3.0,10.192758,0.0,1.0,-1.0,1.0,29.219474,3.0,26.831774,0.0,0.559862,1.0,116.583447,1451445.0
129,1848823991.0,3.0,4.0,132.0,3.0,28.062065,-1.0,-1.0,15.540483,1.0,0.0,1.0,0.0,38.883146,2.0,-1.0,0.0,42.787678,1.0,242.323996,1367343.0
130,1848823996.0,2.0,2.0,33.0,3.0,127.118131,-1.0,3.0,-1.0,1.0,0.0,1.0,0.0,137.166142,3.0,49.134277,0.0,7.105292,1.0,163.682458,978250.0
131,1848824000.0,4.0,3.0,155.0,1.0,4.570255,-1.0,2.0,35.988844,1.0,0.0,1.0,0.0,15.068711,3.0,67.579542,0.0,15.756025,1.0,157.877738,1462503.0
132,1848824003.0,4.0,3.0,146.0,4.0,13.557405,-1.0,4.0,28.557636,1.0,-1.0,1.0,0.0,23.662876,3.0,72.853128,0.0,30.014551,1.0,59.226068,1480960.0
133,1848824007.0,3.0,3.0,149.0,8.0,10.760071,-1.0,3.0,17.820094,2.0,0.0,-1.0,0.0,21.113511,1.0,10.996215,1.0,76.960407,1.0,45.620881,1424332.0
134,1848824011.0,4.0,2.0,81.0,3.0,78.850443,-1.0,4.0,-1.0,1.0,0.0,1.0,0.0,89.290594,2.0,6.498857,0.0,8.824828,1.0,15.48147,1211971.0
135,1848824017.0,4.0,2.0,157.0,3.0,3.053104,-1.0,-1.0,11.455146,1.0,0.0,1.0,0.0,13.839556,3.0,20.154283,0.0,31.067657,1.0,118.185419,1474911.0
136,1848824020.0,2.0,4.0,145.0,3.0,14.59141,-1.0,3.0,45.707424,2.0,0.0,1.0,0.0,25.306428,3.0,58.432703,0.0,23.764293,1.0,49.510968,1512991.0
137,1848824023.0,2.0,3.0,123.0,3.0,36.602832,-1.0,3.0,39.59835,1.0,0.0,1.0,0.0,47.182368,3.0,1.201718,-1.0,28.81139,1.0,151.378858,1415527.0
138,1848824027.0,2.0,4.0,150.0,2.0,9.794132,-1.0,3.0,17.557024,1.0,0.0,1.0,0.0,19.957548,3.0,3.804804,-1.0,31.805639,1.0,289.066307,1479955.0
